Timestamp_Shimmer;Skin_Conductance;Skin_Resistance;PPG_A13
1.204.234.130.859.370;1.627.394.164.707.590;6.144.792.833.146.690;26.520.146.520.146.500
12.043.341.369.628.900;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
12.044.341.430.664.000;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
12.045.341.491.699.200;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
12.046.341.552.734.300;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
12.047.341.613.769.500;1.627.394.164.707.590;6.144.792.833.146.690;26.520.146.520.146.500
12.048.341.674.804.600;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
12.049.341.735.839.800;1.627.394.164.707.590;6.144.792.833.146.690;2.659.340.659.340.650
12.050.341.796.875;1.627.394.164.707.590;6.144.792.833.146.690;26.886.446.886.446.800
12.051.341.857.910.100;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
12.052.341.918.945.300;16.237.493.849.434.100;615.858.585.858.586;26.520.146.520.146.500
12.053.341.979.980.400;16.201.046.051.792.300;6.172.440.944.881.890;2.659.340.659.340.650
12.054.342.041.015.600;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
12.055.342.102.050.700;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
12.056.342.163.085.900;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
12.057.342.224.121.000;16.201.046.051.792.300;6.172.440.944.881.890;2.725.274.725.274.720
1.205.834.228.515.620;16.201.046.051.792.300;6.172.440.944.881.890;26.520.146.520.146.500
12.059.342.346.191.400;16.201.046.051.792.300;6.172.440.944.881.890;2.659.340.659.340.650
12.060.342.407.226.500;16.201.046.051.792.300;6.172.440.944.881.890;26.520.146.520.146.500
12.061.342.468.261.700;16.201.046.051.792.300;6.172.440.944.881.890;26.666.666.666.666.600
12.062.342.529.296.800;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
12.063.342.590.332.000;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
12.064.342.651.367.100;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
12.065.342.712.402.300;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
120.663.427.734.375;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
12.067.342.834.472.600;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
12.068.342.895.507.800;1.616.459.825.415.040;6.186.358.511.837.650;26.446.886.446.886.400
12.069.342.956.542.900;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
12.070.343.017.578.100;1.612.815.045.650.860;6.200.338.983.050.840;26.520.146.520.146.500
12.071.343.078.613.200;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
12.072.343.139.648.400;1.612.815.045.650.860;6.200.338.983.050.840;26.520.146.520.146.500
12.073.343.200.683.500;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
1.207.434.326.171.870;16.091.702.658.866.800;6.214.382.785.956.960;26.520.146.520.146.500
12.075.343.322.753.900;16.091.702.658.866.800;6.214.382.785.956.960;26.520.146.520.146.500
12.076.343.383.789.000;1.612.815.045.650.860;6.200.338.983.050.840;2.659.340.659.340.650
12.077.343.444.824.200;16.091.702.658.866.800;6.214.382.785.956.960;26.520.146.520.146.500
12.078.343.505.859.300;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
12.079.343.566.894.500;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
12.080.343.627.929.600;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.081.343.688.964.800;1.605.525.486.122.500;62.284.903.518.728.700;26.666.666.666.666.600
1.208.234.375;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.083.343.811.035.100;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.084.343.872.070.300;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
12.085.343.933.105.400;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.086.343.994.140.600;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.087.344.055.175.700;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
12.088.344.116.210.900;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.089.344.177.246.000;16.091.702.658.866.800;6.214.382.785.956.960;26.520.146.520.146.500
1.209.034.423.828.120;1.605.525.486.122.500;62.284.903.518.728.700;26.446.886.446.886.400
12.091.344.299.316.400;1.605.525.486.122.500;62.284.903.518.728.700;26.886.446.886.446.800
12.092.344.360.351.500;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.093.344.421.386.700;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.094.344.482.421.800;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.095.344.543.457.000;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.096.344.604.492.100;1.601.880.706.358.310;6.242.662.116.040.950;2.659.340.659.340.650
12.097.344.665.527.300;1.605.525.486.122.500;62.284.903.518.728.700;26.446.886.446.886.400
120.983.447.265.625;1.605.525.486.122.500;62.284.903.518.728.700;2.659.340.659.340.650
12.099.344.787.597.600;1.605.525.486.122.500;62.284.903.518.728.700;26.446.886.446.886.400
12.100.344.848.632.800;1.605.525.486.122.500;62.284.903.518.728.700;2.659.340.659.340.650
12.101.344.909.667.900;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.102.344.970.703.100;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.103.345.031.738.200;1.601.880.706.358.310;6.242.662.116.040.950;2.659.340.659.340.650
12.104.345.092.773.400;1.605.525.486.122.500;62.284.903.518.728.700;26.520.146.520.146.500
12.105.345.153.808.500;16.091.702.658.866.800;6.214.382.785.956.960;26.520.146.520.146.500
1.210.634.521.484.370;16.091.702.658.866.800;6.214.382.785.956.960;26.520.146.520.146.500
12.107.345.275.878.900;16.091.702.658.866.800;6.214.382.785.956.960;2.659.340.659.340.650
12.108.345.336.914.000;1.616.459.825.415.040;6.186.358.511.837.650;26.520.146.520.146.500
12.109.345.397.949.200;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
12.110.345.458.984.300;1.616.459.825.415.040;6.186.358.511.837.650;2.659.340.659.340.650
12.111.345.520.019.500;16.201.046.051.792.300;6.172.440.944.881.890;26.520.146.520.146.500
12.112.345.581.054.600;16.237.493.849.434.100;615.858.585.858.586;2.659.340.659.340.650
12.113.345.642.089.800;1.627.394.164.707.590;6.144.792.833.146.690;26.446.886.446.886.400
12.114.345.703.125;163.103.894.447.178;6.131.061.452.513.960;2.659.340.659.340.650
12.115.345.764.160.100;16.346.837.242.359.600;6.117.391.304.347.820;26.520.146.520.146.500
12.116.345.825.195.300;16.419.732.837.643.200;60.902.330.743.618.100;2.659.340.659.340.650
12.117.345.886.230.400;16.419.732.837.643.200;60.902.330.743.618.100;26.520.146.520.146.500
12.118.345.947.265.600;1.649.262.843.292.690;60.633.149.171.270.700;2.659.340.659.340.650
12.119.346.008.300.700;1.649.262.843.292.690;60.633.149.171.270.700;2.659.340.659.340.650
12.120.346.069.335.900;1.652.907.623.056.870;6.049.944.873.208.370;2.659.340.659.340.650
12.121.346.130.371.000;16.565.524.028.210.500;60.366.336.633.663.300;2.659.340.659.340.650
1.212.234.619.140.620;16.601.971.825.852.400;6.023.380.900.109.760;2.659.340.659.340.650
12.123.346.252.441.400;1.663.841.962.349.420;6.010.186.199.342.820;26.520.146.520.146.500
12.124.346.313.476.500;16.674.867.421.136.000;5.997.049.180.327.860;26.520.146.520.146.500
12.125.346.374.511.700;16.711.315.218.777.900;5.983.969.465.648.850;2.659.340.659.340.650
12.126.346.435.546.800;16.711.315.218.777.900;5.983.969.465.648.850;26.520.146.520.146.500
12.127.346.496.582.000;16.747.763.016.419.700;597.094.668.117.519;2.659.340.659.340.650
12.128.346.557.617.100;16.820.658.611.703.300;5.945.070.422.535.210;26.520.146.520.146.500
12.129.346.618.652.300;16.820.658.611.703.300;5.945.070.422.535.210;2.659.340.659.340.650
121.303.466.796.875;16.857.106.409.345.200;59.322.162.162.162.100;2.659.340.659.340.650
12.131.346.740.722.600;16.893.554.206.987.000;5.919.417.475.728.150;2.659.340.659.340.650
12.132.346.801.757.800;1.693.000.200.462.880;5.906.673.842.841.760;2.681.318.681.318.680
12.133.346.862.792.900;1.693.000.200.462.880;5.906.673.842.841.760;26.666.666.666.666.600
12.134.346.923.828.100;1.693.000.200.462.880;5.906.673.842.841.760;26.520.146.520.146.500
12.135.346.984.863.200;1.693.000.200.462.880;5.906.673.842.841.760;2.659.340.659.340.650
12.136.347.045.898.400;16.966.449.802.270.600;5.893.984.962.406.010;2.659.340.659.340.650
12.137.347.106.933.500;16.966.449.802.270.600;5.893.984.962.406.010;26.666.666.666.666.600
1.213.834.716.796.870;16.966.449.802.270.600;5.893.984.962.406.010;26.520.146.520.146.500
12.139.347.229.003.900;17.002.897.599.912.500;5.881.350.482.315.110;2.659.340.659.340.650
12.140.347.290.039.000;17.002.897.599.912.500;5.881.350.482.315.110;2.659.340.659.340.650
12.141.347.351.074.200;17.002.897.599.912.500;5.881.350.482.315.110;2.659.340.659.340.650
12.142.347.412.109.300;17.002.897.599.912.500;5.881.350.482.315.110;2.659.340.659.340.650
12.143.347.473.144.500;17.002.897.599.912.500;5.881.350.482.315.110;2.659.340.659.340.650
12.144.347.534.179.600;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.145.347.595.214.800;17.002.897.599.912.500;5.881.350.482.315.110;26.520.146.520.146.500
1.214.634.765.625;17.039.345.397.554.300;58.687.700.534.759.300;26.520.146.520.146.500
12.147.347.717.285.100;17.039.345.397.554.300;58.687.700.534.759.300;26.520.146.520.146.500
12.148.347.778.320.300;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.149.347.839.355.400;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.150.347.900.390.600;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.151.347.961.425.700;17.039.345.397.554.300;58.687.700.534.759.300;26.666.666.666.666.600
12.152.348.022.460.900;1.707.579.319.519.610;5.856.243.329.775.880;26.666.666.666.666.600
12.153.348.083.496.000;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
1.215.434.814.453.120;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.155.348.205.566.400;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.156.348.266.601.500;1.707.579.319.519.610;5.856.243.329.775.880;26.520.146.520.146.500
12.157.348.327.636.700;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.158.348.388.671.800;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.159.348.449.707.000;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.160.348.510.742.100;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.161.348.571.777.300;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
121.623.486.328.125;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.163.348.693.847.600;1.707.579.319.519.610;5.856.243.329.775.880;26.520.146.520.146.500
12.164.348.754.882.800;1.707.579.319.519.610;5.856.243.329.775.880;26.520.146.520.146.500
12.165.348.815.917.900;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.166.348.876.953.100;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.167.348.937.988.200;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
12.168.348.999.023.400;1.707.579.319.519.610;5.856.243.329.775.880;26.666.666.666.666.600
12.169.349.060.058.500;1.707.579.319.519.610;5.856.243.329.775.880;2.659.340.659.340.650
1.217.034.912.109.370;1.707.579.319.519.610;5.856.243.329.775.880;26.666.666.666.666.600
12.171.349.182.128.900;1.707.579.319.519.610;5.856.243.329.775.880;2.673.992.673.992.670
12.172.349.243.164.000;17.039.345.397.554.300;58.687.700.534.759.300;26.520.146.520.146.500
12.173.349.304.199.200;1.707.579.319.519.610;5.856.243.329.775.880;2.673.992.673.992.670
12.174.349.365.234.300;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.175.349.426.269.500;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.176.349.487.304.600;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.177.349.548.339.800;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.178.349.609.375;17.039.345.397.554.300;58.687.700.534.759.300;26.520.146.520.146.500
12.179.349.670.410.100;17.039.345.397.554.300;58.687.700.534.759.300;26.520.146.520.146.500
12.180.349.731.445.300;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.181.349.792.480.400;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.182.349.853.515.600;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
12.183.349.914.550.700;17.039.345.397.554.300;58.687.700.534.759.300;26.520.146.520.146.500
12.184.349.975.585.900;17.039.345.397.554.300;58.687.700.534.759.300;26.520.146.520.146.500
12.185.350.036.621.000;17.039.345.397.554.300;58.687.700.534.759.300;2.659.340.659.340.650
1.218.635.009.765.620;17.002.897.599.912.500;5.881.350.482.315.110;26.520.146.520.146.500
12.187.350.158.691.400;17.002.897.599.912.500;5.881.350.482.315.110;26.520.146.520.146.500
12.188.350.219.726.500;17.002.897.599.912.500;5.881.350.482.315.110;26.446.886.446.886.400
12.189.350.280.761.700;17.002.897.599.912.500;5.881.350.482.315.110;2.659.340.659.340.650
12.190.350.341.796.800;17.002.897.599.912.500;5.881.350.482.315.110;2.659.340.659.340.650
12.191.350.402.832.000;16.966.449.802.270.600;5.893.984.962.406.010;26.520.146.520.146.500
12.192.350.463.867.100;16.966.449.802.270.600;5.893.984.962.406.010;26.520.146.520.146.500
12.193.350.524.902.300;16.966.449.802.270.600;5.893.984.962.406.010;26.520.146.520.146.500
121.943.505.859.375;16.966.449.802.270.600;5.893.984.962.406.010;26.520.146.520.146.500
12.195.350.646.972.600;1.693.000.200.462.880;5.906.673.842.841.760;26.520.146.520.146.500
12.196.350.708.007.800;1.693.000.200.462.880;5.906.673.842.841.760;26.520.146.520.146.500
12.197.350.769.042.900;1.693.000.200.462.880;5.906.673.842.841.760;26.446.886.446.886.400
12.198.350.830.078.100;1.693.000.200.462.880;5.906.673.842.841.760;2.659.340.659.340.650
12.199.350.891.113.200;1.693.000.200.462.880;5.906.673.842.841.760;26.666.666.666.666.600
12.200.350.952.148.400;16.893.554.206.987.000;5.919.417.475.728.150;2.659.340.659.340.650
12.201.351.013.183.500;16.893.554.206.987.000;5.919.417.475.728.150;26.446.886.446.886.400
1.220.235.107.421.870;16.893.554.206.987.000;5.919.417.475.728.150;26.520.146.520.146.500
12.203.351.135.253.900;16.857.106.409.345.200;59.322.162.162.162.100;26.520.146.520.146.500
12.204.351.196.289.000;16.893.554.206.987.000;5.919.417.475.728.150;26.446.886.446.886.400
12.205.351.257.324.200;16.857.106.409.345.200;59.322.162.162.162.100;26.446.886.446.886.400
12.206.351.318.359.300;16.857.106.409.345.200;59.322.162.162.162.100;26.520.146.520.146.500
12.207.351.379.394.500;16.857.106.409.345.200;59.322.162.162.162.100;2.637.362.637.362.630
12.208.351.440.429.600;16.820.658.611.703.300;5.945.070.422.535.210;26.446.886.446.886.400
12.209.351.501.464.800;16.820.658.611.703.300;5.945.070.422.535.210;26.520.146.520.146.500
122.103.515.625;16.857.106.409.345.200;59.322.162.162.162.100;26.446.886.446.886.400
12.211.351.623.535.100;16.820.658.611.703.300;5.945.070.422.535.210;26.520.146.520.146.500
12.212.351.684.570.300;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
12.213.351.745.605.400;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
12.214.351.806.640.600;16.784.210.814.061.500;59.579.804.560.260.500;26.520.146.520.146.500
12.215.351.867.675.700;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
12.216.351.928.710.900;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
12.217.351.989.746.000;16.747.763.016.419.700;597.094.668.117.519;2.659.340.659.340.650
1.221.835.205.078.120;16.820.658.611.703.300;5.945.070.422.535.210;26.446.886.446.886.400
12.219.352.111.816.400;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
12.220.352.172.851.500;16.784.210.814.061.500;59.579.804.560.260.500;2.637.362.637.362.630
12.221.352.233.886.700;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
12.222.352.294.921.800;16.784.210.814.061.500;59.579.804.560.260.500;2.637.362.637.362.630
12.223.352.355.957.000;16.820.658.611.703.300;5.945.070.422.535.210;26.520.146.520.146.500
12.224.352.416.992.100;16.784.210.814.061.500;59.579.804.560.260.500;2.637.362.637.362.630
12.225.352.478.027.300;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
122.263.525.390.625;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
12.227.352.600.097.600;16.784.210.814.061.500;59.579.804.560.260.500;26.446.886.446.886.400
12.228.352.661.132.800;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.229.352.722.167.900;16.784.210.814.061.500;59.579.804.560.260.500;2.637.362.637.362.630
12.230.352.783.203.100;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.231.352.844.238.200;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.232.352.905.273.400;16.820.658.611.703.300;5.945.070.422.535.210;263.003.663.003.663
12.233.352.966.308.500;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
1.223.435.302.734.370;16.820.658.611.703.300;5.945.070.422.535.210;26.446.886.446.886.400
12.235.353.088.378.900;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.236.353.149.414.000;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.237.353.210.449.200;16.820.658.611.703.300;5.945.070.422.535.210;26.446.886.446.886.400
12.238.353.271.484.300;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.239.353.332.519.500;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.240.353.393.554.600;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.241.353.454.589.800;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.242.353.515.625;16.857.106.409.345.200;59.322.162.162.162.100;263.003.663.003.663
12.243.353.576.660.100;16.820.658.611.703.300;5.945.070.422.535.210;2.637.362.637.362.630
12.244.353.637.695.300;16.820.658.611.703.300;5.945.070.422.535.210;263.003.663.003.663
